"Name of Satellite, Alternate Names","Current Official Name of Satellite","Country/Org of UN Registry","Country of Operator/Owner",Operator/Owner,Users,Purpose,"Detailed Purpose","Class of Orbit","Type of Orbit","Longitude of GEO (degrees)","Perigee (km)","Apogee (km)",Eccentricity,"Inclination (degrees)","Period (minutes)","Launch Mass (kg.)","Dry Mass (kg.)","Power (watts)","Date of Launch","Expected Lifetime (yrs.)",Contractor,"Country of Contractor","Launch Site","Launch Vehicle","COSPAR Number","NORAD Number",Comments
"Shijian 6B (SJ-6B)","Shijian 6B",China,China,"China Academy of Space Technology (CAST)",Government,"Space Science",,LEO,Sun-Synchronous,0,587,598,0.0007899461400359066,97.8,96.5,,,,2004/09/08,2,"Shanghai Academy of Spaceflight Technology (SAST)/Dongfanghong Satellite Co.",China,"Taiyuan Launch Center","Long March 4B",2004-035B,28414,"Monitor space radiation."
"Shijian 6C (SJ-6-02A)","Shijian 6C",China,China,"China Academy of Space Technology (CAST)",Government,"Space Science",,LEO,Sun-Synchronous,0,591,594,0.0002154398563734291,97.7,96.5,,,,2006/10/23,,"China Academy of Space Technology (CAST)/DFH Satellite Co. Ltd.",China,"Taiyuan Launch Center","Long March 4B",2006-046A,29505,"Radiation detectors and other space environment-related instruments."
"Shijian 6D (SJ-6-02B)","Shijian 6D",China,China,"China Academy of Space Technology (CAST)",Government,"Space Science",,LEO,Sun-Synchronous,0,594,595,7.179266278986288E-05,97.7,96.6,,,,2006/10/23,,"Shanghai Academy of Spaceflight Technology (SAST)/Dongfanghong Satellite Co.",China,"Taiyuan Launch Center","Long March 4B",2006-046B,29506,"Radiation detectors and other space environment-related instruments."
"Shijian 6E (SJ6-03A, SJ-6E)","Shijian 6E",China,China,"China Academy of Space Technology (CAST)",Government,"Space Science",,LEO,Sun-Synchronous,0,581,607,0.0018667432510051695,97.6,96.6,,,,2008/10/25,3,"Shanghai Academy of Spaceflight Technology (SAST)/Dongfanghong Satellite Co.",China,"Taiyuan Launch Center","Long March 4B",2008-053A,33408,"Monitor space environment; conduct several experiments."
"Shijian 6F (SJ6-03B, SJ-6F)","Shijian 6F",China,China,"China Academy of Space Technology (CAST)",Government,"Space Science",,LEO,Sun-Synchronous,0,578,603,0.0017958479994253287,97.6,96.5,,,,2008/10/25,3,"Shanghai Academy of Spaceflight Technology (SAST)/Dongfanghong Satellite Co.",China,"Taiyuan Launch Center","Long March 4B",2008-053B,33409,"Monitor space environment; conduct several experiments."
"Shijian 6G (SJ6-04A)","Shijian 6G",China,China,"China Academy of Space Technology (CAST)",Government,"Earth Observation",,LEO,Sun-Synchronous,0,584,603,0.001364256480218281,97.7,96.6,,,,2010/10/06,,"China Academy of Space Technology (CAST)/DFH Satellite Co. Ltd.",China,"Taiyuan Launch Center","Long March 4B",2010-051A,37179,"Possible reconnaissance function."
"Shijian 6H (SJ6_04B)","Shijian 6H",China,China,"China Academy of Space Technology (CAST)",Government,"Earth Observation",,LEO,Sun-Synchronous,0,586,602,0.0011487650775416428,97.7,96.6,,,,2010/10/06,,"China Academy of Space Technology (CAST)/DFH Satellite Co. Ltd.",China,"Taiyuan Launch Center","Long March 4B",2010-051B,37180,"Possible reconnaissance function."
"Shijian 7 (SJ7, Dong Fang Hong 65)","Shijian 7",China,China,"China Academy of Space Technology (CAST)",Government,"Space Science",,LEO,Sun-Synchronous,0,534,591,0.0041110710421925715,97.7,95.9,,,,2005/07/05,3,"Shanghai Academy of Spaceflight Technology (SAST)/Dongfanghong Satellite Co.",China,"Jiuquan Satellite Launch Center","Long March 2D",2005-024A,28737,"Monitor space environment; conduct several experiments."
"Shijian 9A (SJ 9A)","Shijian 9A",China,China,"Shanghai Academy of Spaceflight Technology",Government,"Technology Development",,LEO,Sun-Synchronous,0,623,650,0.0019267822736030828,97.99,97.44,,,,2012/10/14,,"Shanghai Academy of Spaceflight Technology (SAST)/Dongfanghong Satellite Co.",China,"Taiyuan Launch Center","Long March 2C",2012-056A,38860,"Focus on satellite reliability demonstrations and validating high-performance Chinese-made technologies."
"Shijian 9B (SJ 9B)","Shijian 9B",China,China,"Shanghai Academy of Spaceflight Technology",Government,"Technology Development",,LEO,Sun-Synchronous,0,624,651,0.0019265073135925795,97.99,97.46,,,,2012/10/14,,"Shanghai Academy of Spaceflight Technology (SAST)/Dongfanghong Satellite Co.",China,"Taiyuan Launch Center","Long March 2C",2012-056B,38861,"Focus on satellite reliability demonstrations and validating high-performance Chinese-made technologies."
"Shiyan 1 (SY 1, Tansuo 1, Experimental Satellite 1)","Shiyan 1",China,China,"China Academy of Space Technology (CAST)",Government,"Earth Observation",,LEO,Sun-Synchronous,0,586,601,0.0010770445896460114,97.5,96.6,204,,,2004/04/18,,"Chinese Research Institute of Space Technology/Changchun Photomechanical Institute (CAS)",China,"Xichang Satellite Launch Center","Long March 2C",2004-012A,28220,"Stereo mapping; photographic surveys of China's land resources, monitor environment, mapping."
"Shiyan 11 (SY11, Experimental Satellite 11)","Shiyan 11","NR (1/22)",China,"China Academy of Space Technology (CAST)",Government,"Technology Development",,LEO,,0,489,502,0.0009467627995047702,97.5,99.6,200,,,2021/11/24,,"China Academy of Space Technology (CAST)",China,"Jiuquan Satellite Launch Center","Kuaizhou 1A ",2021-112A,49501,
"Shiyan 12-01","Shiyan 12-01","NR (1/22)",China,"China Academy of Space Technology (CAST)",Government,"Technology Development",,GEO,,94,35784,35787,3.558254557531046E-05,0.54,1436.5,3000,2000,,2021/12/23,,"China Academy of Space Technology (CAST)",China,"Wenchang Satellite Launch Center","Long March 7A",2021-129A,50321,
"Shiyan 12-02","Shiyan 12-02","NR (1/22)",China,"China Academy of Space Technology (CAST)",Government,"Technology Development",,GEO,,94,35784,35787,3.558254557531046E-05,0.54,1436.5,3000,2000,,2021/12/23,,"China Academy of Space Technology (CAST)",China,"Wenchang Satellite Launch Center","Long March 7A",2021-129B,50322,
"Shiyan 13","Shiyan 13","NR (4/22)",China,"China Academy of Space Technology (CAST)",Government,"Technology Development",,LEO,,0,468,493,0.0018246843296109772,97.4,,500,,,2022/01/17,,"China Academy of Space Technology (CAST)",China,"Taiyuan Launch Center","Long March 2D",2022-004A,51102,"Will be used for space environment data collection and technology tests."
"Shiyan 3 (SY3, Experimental Satellite 3)","Shiyan 3",China,China,"China Academy of Space Technology (CAST)",Government,"Earth Observation",,LEO,Sun-Synchronous,0,785,803,0.001256281407035176,98.5,100.8,300,,,2008/11/05,,"Harbin Institute of Technology",China,"Jiuquan Satellite Launch Center","Long March 2D",2008-056A,33433,"Experiments on new technologies in atmospheric exploration."
"Shiyan 4 (SY4, Experimental Satellite 4)","Shiyan 4",China,China,"China Academy of Space Technology (CAST)",Government,"Earth Observation",,LEO,Sun-Synchronous,0,784,802,0.0012564567918469914,98.4,100.7,300,,,2011/11/20,,"CAST/DFH Satellite Co. Ltd./HIT",China,"Jiuquan Satellite Launch Center","Long March 2D",2011-068B,37931,"Study the environment and test new space technologies."
"Shiyan 5 (SY5, Experimental Satellite 5)","Shiyan 5",China,China,"China Academy of Space Technology (CAST)",Government,"Earth Observation",,LEO,Sun-Synchronous,0,739,755,0.0011240691302515104,97.9,99.7,204,,,2013/11/25,,"China Academy of Space Technology (CAST)",China,"Jiuquan Satellite Launch Center","Long March 2D",2013-068A,39455,"Remote sensing and research."
"Shiyan 6-01 (SY6-01, Experimental Satellite 6-01)","Shiyan 6-01",China,China,"China Academy of Space Technology (CAST)",Government,"Space Science",,LEO,Sun-Synchronous,0,488,504,0.0011651616661811825,97.4,99.6,,,,2018/11/19,,"China Academy of Space Technology (CAST)",China,"Jiuquan Satellite Launch Center","Long March 2D",2018-094A,43710,"""Space environment exploration experiments."""
"Shiyan 6-02 (SY6-02, Experimental Satellite 6-02)","Shiyan 6-02",China,China,"China Academy of Space Technology (CAST)",Government,"Space Science",,LEO,Sun-Synchronous,0,686,706,0.001415227851684121,98.2,98.6,,,,2020/07/04,,"China Academy of Space Technology (CAST)",China,"Jiuquan Satellite Launch Center","Long March 2D",2020-043A,45859,"Experimental satellite - space science."
"Shiyan 6-03 (SY6-03, Experimental Satellite 6-03)","Shiyan 6-03","NR (5/21)",China,"China Academy of Space Technology (CAST)",Government,"Technology Development",,LEO,Sun-Synchronous,0,989,1001,0.000814663951120163,99.5,105,1500,,,2021/04/08,,"National Center for Nanoscience and Technology",China,"Taiyuan Launch Center","Long March 4B",2021-028A,48157,"Experimental satellite, includes a new super-black coating to absorb stray light and improve the sensitivity of on-board optics."
"Shiyan 7 (SY7, Experimental Satellite 7)","Shiyan 7",NR,China,"China Academy of Space Technology (CAST)",Military,"Technology Development",,LEO,Sun-Synchronous,0,668,672,0.0002840909090909091,98.06,98.15,,,,2013/07/19,,"China Academy of Space Technology (CAST)",China,"Taiyuan Launch Center","Long March 4C",2013-037A,39208,"Possibly testing systems for detection of orbiting space debris or tracking missile launches."
"Shiyan 9 (SY9, Experimental Satellite 9)","Shiyan 9","NR (5/21)",China,"China Academy of Space Technology (CAST)",Government,"Technology Development",,GEO,,0,483,35835,0.720616413225162,18,637,5000,3000,,2021/03/12,,"China Academy of Space Technology (CAST)",China,"Wenchang Satellite Launch Center","Long March 7A",2021-019A,47851,"Experimental in GEO. GTO appears to be very slow."
"Sich-2-1 (Sich 2-30)",Sich-2-1,"NR (4/22)",Ukraine,"National Space Program",Government,"Earth Observation","Optical, Near-Infrared",LEO,Sun-Synchronous,0,522,535,0.0009422338189461477,97.5,94.5,170,,,2022/01/13,,Yuzhnoye,Ukraine,"Cape Canaveral","Falcon 9",2022-002AY,51030,"Collecting data useful in urban planning, crop management, and environmental monitoring."
"Sicral 1A ","Sicral 1A",Italy,Italy,"Italian Defense Ministry",Military,Communications,,GEO,,16.25,35769,35802,0.000391408001328415,1.01,1436.06,2596,1263,3300,2001/02/07,12,"Alenia Spazio",Italy,"Guiana Space Center","Ariane 44L",2001-005A,26694,"Italy's first military satellite; communications to fixed and mobile terminals. Extremely High Frequency (EHF), SHF, UHF broadcast frequencies. On-board failure in 2006, but operations recovered."
"Sicral 1B","Sicral 1B",Italy,Italy,"Italian Defense Ministry/Telespazio",Military/Commercial,Communications,,GEO,,11.8,35788,35802,0.00016601446697497925,0.04,1436.52,3038,,,2009/04/20,12,"Thales Alenia Space Italia",Italy,"Sea Launch Odyssey","Zenit 3SL",2009-020A,34810,"One third paid for by Telespazio; will use some transponders for approved government customers."
"Sicral 2/Syracuse 3C","Sicral 2/Syracuse 3C",Italy,France/Italy,"Italian Defense Ministry/French Defense Ministry",Military,Communications,,GEO,,37,35770,35800,0.0003558296761949947,0,1436,4400,,7700,2015/04/26,15,"Thales Alenia Space",France/Italy,"Guiana Space Center","Ariane 5",2015-022B,40614,"Military communications payloads from both Italy and France, shared satellite bus."
"SIMBA (Sun-earth IMBAlance)",SIMBA,Belgium,ESA,"ESA/Royal Meteorological Institute, Belgium",Government,"Earth Science",,LEO,Sun-Synchronous,0,541,545,0.0002893099956603501,97.5,94.5,6,,,2020/09/02,,"Royal Meteorologial Institute, Belgium/ESA",ESA,"Guiana Space Center",Vega,2020-061H,46279,"3U CubeSat will turn from Earth to space to the Sun and back again, to calculate our planet’s overall energy budget."
"SINOD D-1","SINOD D-1",USA,USA,"SRI International",Commercial,"Technology Demonstration",,LEO,"Non-Polar Inclined",0,494,800,0.021804189824711415,64.78,97.67,2,,,2015/10/08,,"SRI International",USA,"Cape Canaveral","Atlas 5",2015-058L,40974,"Demonstration of software defined radio communications."
"SINOD D-3","SINOD D-3",USA,USA,"SRI International",Commercial,"Technology Demonstration",,LEO,"Non-Polar Inclined",0,494,800,0.021804189824711415,64.78,97.66,2,,,2015/10/08,,"SRI International",USA,"Cape Canaveral","Atlas 5",2015-058P,40977,"Demonstration of software defined radio communications."
"Sinosat-6 (Chinasat-6A, XN-6)",Sinosat-6,China,China,"China Satellite Communication Corp. (China Satcom)",Commercial,Communications,,GEO,,0,35794,35796,2.3716352424997034E-05,0.3,1436.1,5000,,,2010/09/04,15,"China Academy of Space Technology (CAST)",China,"Xichang Satellite Launch Center","Long March 3B",2010-042A,37150,"Television and radio across China. 1 S-band, 24 C-band, and 8 Ku-band transponders. Backup for Sinosat 3."
"Sirius 1 (SD Radio 1)","Sirius-1 (SD Radio 1)",USA,USA,"Sirius XM Holdings",Commercial,Communications,,Elliptical,Molniya,0,23783,47100,0.27883477033830406,63.3,1418.5,3727,1570,,2000/06/30,15,"Space Systems/Loral",USA,"Baikonur Cosmodrome","Proton K",2000-035A,26390,"Relay music, news, entertainment directly to motorists in the USA; a fourth satellite is stored on the ground for rapid replacement, if necessary."
"Sirius 2 (SD Radio 2)","Sirius 2 (SD Radio 2)",USA,USA,"Sirius XM Holdings",Commercial,Communications,,Elliptical,Molniya,0,12849,47048,0.4708206561394331,63.3,1148.43,3792,1570,,2000/09/05,15,"Space Systems/Loral",USA,"Baikonur Cosmodrome","Proton K",2000-051A,26483,"Relay music, news, entertainment directly to motorists in the USA."
"Sirius 3 (SD Radio 3)","Sirius 3 (SD Radio 3)",USA,USA,"Sirius XM Holdings",Commercial,Communications,,Elliptical,Molniya,0,6179,47086,0.6197560790849178,63.4,994.83,3727,1570,,2000/11/30,15,"Space Systems/Loral",USA,"Baikonur Cosmodrome","Proton K",2000-077A,26626,"Relay music, news, entertainment directly to motorists in the USA."
"Sirius 4 (Astra 4A)","Sirius 4",Sweden,Sweden,"SES S.A.",Commercial,Communications,,GEO,,4.85,35776,35795,0.00022535612197696622,0.04,1436.1,4400,,,2007/11/17,15,"Lockheed Martin Commercial Space Systems",USA,"Baikonur Cosmodrome","Proton M",2007-057A,32299,"52 Ku-band and 2 Ka-band transponders; service to Europe and sub-Saharan Africa."
"Sirius FM-5","Sirius FM-5",USA,USA,"Sirius XM Holdings",Commercial,Communications,,GEO,,-96,35774,35798,0.0002846569883290635,0,1436,5800,,20000,2009/06/30,15,"Space Systems/Loral",USA,"Baikonur Cosmodrome","Proton M",2009-034A,35493,"First in geostationary orbit."
"Sirius FM-6","Sirius FM-6",USA,USA,"Sirius XM Holdings",Commercial,Communications,,GEO,,-115.2,35785,35791,7.116087100906116E-05,0.08,1436.16,6020,2975,20000,2013/10/25,15,"Space Systems/Loral",USA,"Baikonur Cosmodrome","Proton M",2013-058A,39360,"Provide service the continental USA including digital audio radio broadcast directly to cars, homes and portable radios."
"Sirius XM-3 (Rhythm)","Sirius XM-3",USA,USA,"XM Satellite Radio USA",Commercial,Communications,,GEO,,-85.04,35782,35790,9.48856627763545E-05,0.01,1436.1,4703,,18000,2005/03/01,15,"Boeing Satellite Systems",USA,"Sea Launch Odyssey","Zenit 3SL",2005-008A,28626,"130 channels of digital music uplinked in the X-band from one or more ground stations."
"Sirius XM-4 (Blues)","Sirius XM-4",USA,USA,"XM Satellite Radio USA",Commercial,Communications,,GEO,,-114.96,35784,35787,3.558254557531046E-05,0.01,1436.09,5193,,18000,2006/10/30,15,"Boeing Satellite Systems",USA,"Sea Launch Odyssey","Zenit 3SL",2006-049A,29520,"S-band Digital Audio Radio Service (DARS) to homes and automobiles in Noth America."
"Sirius XM-5","Sirius XM-5",USA,USA,"Sirius XM Holdings",Commercial,Communications,,GEO,,-85.2,35779,35795,0.0001897668240149916,0.03,1436.12,5983,,18000,2010/10/14,15,"Space Systems/Loral",USA,"Baikonur Cosmodrome","Proton M",2010-053A,37185,"Direct radio broadcasting."
"Sirius XM-8","Sirius XM-8","NR (9/21)",USA,"Sirius XM Holdings",Commercial,Communications,,GEO,,-120.5,35779,35794,0.0001779085075848327,0.01,1436.1,7000,,18000,2021/06/06,15,"Maxar ",USA,"Cape Canaveral","Falcon 9",2021-049A,48838,"New generation; same as Sirius XM7 that failed in January of 2021."
"Siwei 01 (SuperView Neo 1-01)","Siwei 01","NR (4/22)",China,"China Siwei Surveying and Mapping Technology Co. Ltd.",Commercial,"Earth Observation","Optical Imaging",LEO,,0,486,503,0.0012382547891324933,97.47,94.5,540,,,2022/04/29,,"China Academy of Space Technology (CAST)",China,"Jiuquan Satellite Launch Center","Long March 2C",2022-043A,52320,"Optical images at a resolution of a half-meter, or about 1.6 feet"
"Siwei 02 (SuperView Neo 1-02)","Siwei 02","NR (4/22)",China,"China Siwei Surveying and Mapping Technology Co. Ltd.",Commercial,"Earth Observation","Optical Imaging",LEO,,0,485,502,0.0012384352006993516,97.47,94.5,540,,,2022/04/29,,"China Academy of Space Technology (CAST)",China,"Jiuquan Satellite Launch Center","Long March 2C",2022-043C,52322,"Optical images at a resolution of a half-meter, or about 1.6 feet"
"Sky Mexico-1","Sky Mexico-1",NR,Mexico,"Sky Mexico",Commercial,Communications,,GEO,,-79,35788,35800,0.00014230148942225596,0,1436,3180,,,2015/05/27,18,"Orbital ATK",USA,"Guiana Space Center","Ariane 5 ECA",2015-026B,40664,"First satellite for Sky Mexico."
"Sky Muster 1 (NBN-1A)","Sky Muster 1",Australia,Australia,"NBN Co (operated by Optus)",Commercial,Communications,,GEO,,150,35744,35777,0.0003916402606187916,0.07,1434.76,6440,,16400,2015/09/30,15,"Space Systems/Loral",USA,"Guiana Space Center","Ariane 5 ECA",2015-054A,40940,"NBN is a government-owned corporation created to provide broadband to remote areas of Australia."
"Sky Muster 2 (NBN-1B)","Sky Muster 2",Australia,Australia,"NBN Co (operated by Optus)",Commercial,Communications,,GEO,,145,35790,35798,9.48676596148373E-05,0,1436.1,6405,,16400,2016/10/05,15,"Space Systems/Loral",USA,"Guiana Space Center","Ariane 5",2016-060B,41794,"Secone satellite built to guarantee internet to all Australians."
"SkyBrasil-1 (Intelsat 32E)","SkyBrasil-1 (Intelsat 32E)",NR,Brazil,"DirecTV Latin America/Intelsat",Commercial,Communications,,GEO,,43.1,35785,35787,2.3721415694088623E-05,0,1436,6000,,16000,2017/02/14,15,"Airbus Defense and Space",Germany/UK/France/Spain,"Guiana Space Center","Ariane 5 ECA",2017-007B,41945,"High definition television broadcast capacity. Intelsat is a minority owner. "
